id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
23984,bmw,BMW 320,black,04/2001,2001,1450,100,136,Manual,Diesel,"5,9 l/100 km",156 g/km,239000.0,d E46 touring Klima/LM-Felgen/El.-Fenster
18337,audi,Audi A5,white,01/2019,2019,27850,140,190,Automatic,Diesel,"4,5 l/100 km",117 g/km,92400.0,Sportback quattro sport NAVI | XENON | LED
253,alfa-romeo,Alfa Romeo Spider,black,06/2008,2008,8999,154,209,Manual,Diesel,"6,8 l/100 km",179 g/km,223890.0,2.4 JTD 20V Spider (177)    Ti  Alufelgen
65676,ford,Ford Focus,red,06/2017,2017,14900,110,150,Automatic,Diesel,"4,4 l/100 km",115 g/km,102000.0,Turnier ST-Line*Technologie Paket*Sportsit
9945,audi,Audi S3,grey,07/2015,2015,28950,302,411,Automatic,Petrol,7 l/100 km,159 g/km,84000.0,2.0 TFSI quattro STAGE2*LED*NAVI*ALCANTARA
54977,fiat,Fiat 500,white,08/2019,2019,10990,51,69,Manual,Petrol,"5,3 l/100 km",123 g/km,42750.0,Pop Star 1.2 8V 51kW (69PS)
51682,dodge,Dodge Grand Caravan,red,02/2020,2020,27900,208,283,Automatic,Petrol,,- (g/km),14750.0,35 JJ 3.6l V6*LPG*Kam*7 Sitze.TOP.
97357,maserati,Maserati Levante,black,09/2017,2017,83300,316,430,Automatic,Petrol,"10,9 l/100 km",253 g/km,38500.0,"Benzin 3.0 V6 316kW GRANSPORT S , Mod.18"
40092,bmw,BMW X3,white,04/2019,2019,36600,140,190,Automatic,Diesel,"5,1 l/100 km",133 g/km,65700.0,xDrive20d  M SPORT AT M SPORT
89223,kia,Kia Ceed / cee'd,white,05/2017,2017,17779,99,135,Manual,Petrol,"6,3 l/100 km",141 g/km,47500.0,Ceed 1.6 GDI Sportswagon Platinum NAVIGATION
44365,citroen,Citroen C3,blue,07/2014,2014,8990,60,82,Manual,Petrol,"4,5 l/100 km",104 g/km,63500.0,Pure Tech (VTi) 82 Tendance
695,alfa-romeo,Alfa Romeo Stelvio,black,05/2018,2018,21900,110,150,Automatic,Diesel,"4,7 l/100 km",124 g/km,108989.0,Super 2WD 2.2 JTDM Sportpaket AHK-abnehmbar AHK Na
20546,audi,Audi A3,blue,08/2022,2022,62820,110,150,Automatic,Diesel,"4,6 l/100 km",120 g/km,21736.0,Limousine 35 TDI NAVI ACC Kamera DAB S line
66159,ford,Ford Mustang,silver,02/2017,2017,34900,310,421,Automatic,Petrol,,- (g/km),39143.0,"GT 5.0L V8.PONY""s.CABRIO"
41377,bmw,BMW 318,grey,07/2021,2021,29927,110,150,Automatic,Diesel,"4,8 l/100 km",126 g/km,39105.0,d Live Cockpit Professional Active Guard Plus
37884,bmw,BMW 240,grey,05/2018,2018,37980,250,340,Automatic,Petrol,"7,4 l/100 km",169 g/km,55895.0,d xDrive *11x22*Top Zustand*
42948,bmw,BMW 440,grey,02/2023,2023,72490,275,374,Automatic,Petrol,"7,1 l/100 km",163 g/km,3000.0,xDrive Coupe M Sportpaket Pro Harman/K. HUD 19''
66006,ford,Ford Kuga,black,03/2017,2017,16290,88,120,Manual,Petrol,"6,2 l/100 km",143 g/km,54049.0,1.5 EcoBoost Trend*TEMPO*SHZ*GARANTIE*
41925,bmw,BMW X5,white,07/2021,2021,77890,390,530,Automatic,Petrol,,- (g/km),32200.0,M50i *DrivProf*Gestik*Laserlicht*AHK*Pano*
3254,audi,Audi A6,grey,03/2007,2007,6200,154,209,Automatic,Petrol,"8,7 l/100 km",- (g/km),233750.0,2.8 FSI Limosine
30061,bmw,BMW 520,grey,11/2012,2012,17980,135,184,Automatic,Diesel,"4,8 l/100 km",127 g/km,125171.0,"M Paket, Navi,Bi-Xenon,Alcantara,Lim, Sportpaket"
81134,hyundai,Hyundai i10,black,03/2019,2019,12990,49,67,Manual,Petrol,"5,1 l/100 km",117 g/km,28258.0,1.0 Select Klima 1.Hand USB
99585,mazda,Mazda CX-3,brown,11/2019,2019,24450,110,150,Automatic,Petrol,,- (g/km),38830.0,L SKYACTIV-G 2.0 M Hybrid 6GS AL-SELECTION A18 DES
494,alfa-romeo,Alfa Romeo Giulietta,grey,08/2014,2014,9700,110,150,Manual,Diesel,"4,2 l/100 km",110 g/km,147000.0,2.0 JTDM 16V tüv 2024
68781,ford,Ford Focus,blue,11/2019,2019,25388,206,280,Manual,Petrol,"7,9 l/100 km",190 g/km,29915.0,2.3 EcoBoost ST Navi RecaroSitze 19''LM Wireless P
89168,kia,Kia ProCeed / pro_cee'd,white,09/2017,2017,16800,150,204,Manual,Petrol,"7,4 l/100 km",170 g/km,53500.0,ProCeed 1.6 T-GDI GT-Challenge
30053,bmw,BMW 120,grey,08/2012,2012,12480,130,177,Automatic,Diesel,"6,1 l/100 km",162 g/km,158000.0,120dA Coupe LEDER+NAVI+PDC+XENON+LM+GARANTIE+SHZ
60525,ford,Ford C-Max,red,11/2012,2012,8200,134,182,Manual,Petrol,"6,4 l/100 km",149 g/km,67777.0,"Titanium X 1,6 182PS Navi Kamera Xenon Sitzh. PDC"
95132,land-rover,Land Rover Range Rover Sport,grey,07/2019,2019,57000,225,306,Automatic,Diesel,"7,5 l/100 km",198 g/km,105500.0,D300 (SDV6) I Meridian I 21 Zoll I ACC I LUFT
99923,mazda,Mazda CX-5,red,05/2019,2019,29500,143,194,Automatic,Petrol,"7,9 l/100 km",179 g/km,32500.0,2.5 Sports-Line NAV KAM 360* MATRIX LEDER TEC-P
46937,citroen,Citroen C3 Aircross,grey,07/2022,2022,22590,96,131,Automatic,Petrol,- (l/100 km),- (g/km),5000.0,1.2 130PS Automatik C-Series LED-Scheinw. Klima...
83386,hyundai,Hyundai TUCSON,grey,03/2023,2023,36900,132,179,Automatic,Petrol,"4,9 l/100 km",112 g/km,50.0,1.6 T-GDi HEV 2WD Trend
13393,audi,Audi A6,grey,06/2017,2017,43000,238,324,Unknown,Diesel,"6,2 l/100 km",164 g/km,54092.0,3.0 TDI quattro Avant (4GD)
29920,bmw,BMW 335,blue,10/2012,2012,24795,240,326,Automatic,Petrol,"7,6 l/100 km",- (g/km),171500.0,BMW 335i XDrive N55 M Paket M Performance Deutsch
23779,bmw,BMW 318,blue,05/2000,2000,1700,87,118,Manual,Petrol,"7,9 l/100 km",- (g/km),212545.0,318i M43 (Tausch Golf 2 o.ä.)
40307,bmw,BMW 320,blue,01/2020,2020,29950,140,190,Manual,Diesel,"4,4 l/100 km",116 g/km,76650.0,d Sport Line Tempomat AHK Klimaaut. Shz PDC
62346,ford,Ford F 250,white,04/2014,2014,52000,328,446,Automatic,Diesel,,- (g/km),189000.0,1.6 Titanium Navi Panorama PDC vo+hi Komfort
72677,ford,Ford Kuga,blue,04/2021,2021,29450,165,224,Automatic,Hybrid,"1,2 l/100 km",26 g/km,28988.0,2.5 PHEV Plug-In Hybrid ST-Line X NAVI/LED
89659,kia,Kia Sportage,black,09/2018,2018,21950,130,177,Automatic,Petrol,"7,6 l/100 km",175 g/km,93750.0,1.0 T-GDI ISG GT Line
23422,bmw,BMW 316,black,08/1996,1996,2000,75,102,Manual,Petrol,"7,8 l/100 km",185 g/km,157000.0,316i
98447,mazda,Mazda 2,white,08/2015,2015,11350,66,90,Manual,Petrol,"4,5 l/100 km",105 g/km,42746.0,1.5 Center-Line*TEMPO*PDC*SHZ*KLIMA*
52639,fiat,Fiat Panda,black,05/2007,2007,3350,55,75,Manual,Diesel,,0 g/km,183453.0,"1,3 Multijet Emotion 1.Hand ALU Klimaauto"
1586,aston-martin,Aston Martin V8,silver,08/2018,2018,121900,375,510,Automatic,Petrol,"10,3 l/100 km",236 g/km,52500.0,CoupéUPE 203.000€
9314,audi,Audi SQ5,black,12/2014,2014,28500,230,313,Automatic,Diesel,"6,8 l/100 km",179 g/km,133000.0,3.0 TDI quattro tip. *Pano* Preis1WocheGültig*
38238,bmw,BMW 220,white,06/2018,2018,16900,140,190,Automatic,Diesel,"4,3 l/100 km",113 g/km,160901.0,Advantage*LED*Navi*Kamera*AHK
87913,kia,Kia Venga,beige,10/2013,2013,9999,92,125,Manual,Petrol,"6,4 l/100 km",148 g/km,23000.0,1.6 Klima 23Tkm Navi Sitzhzg Keyless Kamera 1Hnd
85227,jaguar,Jaguar F-Type,grey,09/2020,2020,65722,280,381,Automatic,Petrol,"9,8 l/100 km",234 g/km,2627.0,CABRIO P380 R-DYNAMIC APPROVED
40370,bmw,BMW X3,brown,09/2020,2020,40840,215,292,Automatic,Hybrid,"2,2 l/100 km",51 g/km,20592.0,xDrive 30e Advantage Steptronic
17911,audi,Audi Q2,silver,03/2019,2019,19280,110,150,Automatic,Petrol,- (l/100 km),150 g/km,56140.0,35 TFSI design LED AHK Tempo Shz PDC
9789,audi,Audi A6,blue,10/2015,2015,24990,185,252,Automatic,Petrol,"5,9 l/100 km",139 g/km,90880.0,2.0 TFSI Business S-line Aut Navi PDC 1. Hand
47948,dacia,Dacia Lodgy,white,08/2014,2014,8000,61,83,Manual,LPG,,- (g/km),94000.0,"1,6 MPI Laureate MPI 85 LPG"
365,alfa-romeo,Alfa Romeo 159,silver,06/2010,2010,6500,125,170,Manual,Diesel,"5,3 l/100 km",139 g/km,207000.0,2.0 JTDM 16V DPF Turismo
38605,bmw,BMW 116,orange,08/2018,2018,26389,85,116,Manual,Diesel,"6,2 l/100 km",144 g/km,60000.0,D Sportline 12 Monaten Garantie
72441,ford,Ford Ranger,orange,07/2020,2020,40890,156,212,Automatic,Diesel,"7,6 l/100 km",199 g/km,41220.0,2.0 TDCi Panther Wildtrack 4x4 D-Cab*RFK*
16602,audi,Audi A6,blue,06/2019,2019,34950,210,286,Automatic,Diesel,"7,4 l/100 km",193 g/km,126105.0,Av 50 TDI qu S-Line 21 ACC MATRIX VC RFK
25136,bmw,BMW 330,grey,05/2005,2005,5990,150,204,Automatic,Diesel,"7,9 l/100 km",211 g/km,201850.0,Baureihe Touring 330d Edition M Sport! AUTOMATIK
28799,bmw,BMW 530,white,12/2010,2010,12000,180,245,Automatic,Diesel,"6,3 l/100 km",- (g/km),260000.0,530d Touring Sport-Aut.
31355,bmw,BMW 520,black,02/2013,2013,14250,135,184,Automatic,Diesel,"4,9 l/100 km",130 g/km,189902.0,d Touring/1.Hd/Autom/SHZ/PANO/TEM/MFL/PDC+
93999,lancia,Lancia Ypsilon,bronze,10/2011,2011,5600,63,86,Manual,Petrol,"4,2 l/100 km",- (g/km),107000.0,Y 0.9 TwinAir Turbo 8V Gold
23,alfa-romeo,Alfa Romeo GTV,black,06/1997,1997,5777,162,220,Manual,Petrol,"11,7 l/100 km",278 g/km,125000.0,3.0 V6 24V
60249,ford,Ford Focus,silver,03/2011,2011,5500,66,90,Manual,Diesel,"4,4 l/100 km",- (g/km),166000.0,Focus 1.6 TDCi DPF Concept
18771,audi,Audi A6,grey,03/2020,2020,36960,150,204,Automatic,Diesel,"4,7 l/100 km",124 g/km,72347.0,A6 40 TDI S tronic sport virtual cockpit
89756,kia,Kia Picanto,white,06/2018,2018,15299,62,84,Automatic,Petrol,"5,4 l/100 km",124 g/km,32500.0,PiCANTO GT LiNE 1HAND NAVI SHZ PDC MFL KAMERA IQ
65503,ford,Ford S-Max,grey,10/2017,2017,17990,132,179,Automatic,Diesel,5 l/100 km,129 g/km,156991.0,S-Max 2.0 TDCi Aut. Titanium Navi SHZ LED
81777,hyundai,Hyundai,black,06/2020,2020,24990,77,105,Automatic,Hybrid,,- (g/km),57000.0,Premium Hybrid 1.6 GDI Premium+Sitzheizung
26729,bmw,BMW 118,black,04/2008,2008,5990,105,143,Manual,Diesel,"4,5 l/100 km",- (g/km),215000.0,118d DPF
45007,citroen,Citroen Berlingo,grey,03/2018,2018,12990,73,99,Manual,Diesel,"4,2 l/100 km",110 g/km,60000.0,L1 1.6 BlueHDi 100 S&S Transline Solution
17583,audi,Audi A5,black,08/2019,2019,28680,180,245,Automatic,Petrol,"6,7 l/100 km",153 g/km,78952.0,45 S S TFSI quattro sport S-Tronic LED+SHZ+PDC+
33505,bmw,BMW 218,red,09/2015,2015,14950,100,136,Manual,Petrol,6 l/100 km,137 g/km,118600.0,i Coupé/SHEFT/1HAND/BT/M/KEYLESS GO/
69179,ford,Ford Kuga,grey,11/2019,2019,34950,169,230,Automatic,Petrol,"9,5 l/100 km",216 g/km,10980.0,2.0 ST-Line 4x4 LED+NAVI+ACC+PANO+RFK+PDC+ Navi
74477,ford,Ford Kuga,silver,03/2022,2022,35850,112,152,Automatic,Hybrid,"1,1 l/100 km",24 g/km,11800.0,Kuga 2.5 Duratec FHEV TITANIUM X 7 Jahre Garantie
74427,ford,Ford Kuga,silver,10/2022,2022,37850,140,190,Automatic,Diesel,"6,4 l/100 km",166 g/km,4210.0,2.0 EcoBlue 4x4 Aut. TITANIUM X
94827,land-rover,Land Rover Discovery Sport,black,06/2018,2018,35700,213,290,Automatic,Petrol,,0 g/km,29924.0,4WD Panorama.NaviPro.Cam.AHK.1Hd
39700,bmw,BMW 530,silver,12/2019,2019,38944,194,264,Automatic,Diesel,"5,9 l/100 km",156 g/km,53928.0,d xDrive Touring Luxury Line || DA+ PA+ Adapt. LED
45446,citroen,Citroen C1,grey,05/2019,2019,12490,53,72,Manual,Petrol,"5,2 l/100 km",117 g/km,44300.0,AIRSCAPE VTi 72 URBAN RIDE
8676,audi,Audi Q5,grey,09/2014,2014,18800,190,258,Automatic,Diesel,"6,3 l/100 km",167 g/km,260381.0,3.0 TDI quattro*S-Line*Pano*K-GO*XENON*FACE-L
1146,alfa-romeo,Alfa Romeo Tonale,red,07/2022,2022,40990,96,131,Automatic,Hybrid,"5,7 l/100 km",129 g/km,2500.0,Speciale 1.5T 48V-Hybrid *LED/iACC/DAB/RfK/PDC*
69889,ford,Ford Edge,black,09/2019,2019,35925,175,238,Automatic,Diesel,"6,5 l/100 km",169 g/km,48310.0,2.0 EcoBlue Bi-Turbo 4x4 Aut. Vignale
36141,bmw,BMW 225,grey,11/2017,2017,19420,165,224,Automatic,Hybrid,2 l/100 km,46 g/km,76925.0,xe iPerf ActiveTourer Leder Navi LED ACC PaAs
30738,bmw,BMW 320,silver,03/2012,2012,13999,135,184,Automatic,Diesel,"4,5 l/100 km",119 g/km,191132.0,d Sport Automatik*Xenon*Leder*Navi Prof*SD
13179,audi,Audi A6 allroad,brown,11/2017,2017,26400,200,272,Automatic,Diesel,"5,6 l/100 km",149 g/km,151500.0,quattro 3.0 TDI/Navi/LED/Alcantara
60980,ford,Ford C-Max,brown,12/2013,2013,11494,74,101,Manual,Petrol,"5,1 l/100 km",121 g/km,32750.0,1.0L EcoBoost Titanium*Navi*Klimaauto*SHZ
83306,hyundai,Hyundai i30,brown,03/2023,2023,20990,88,120,Automatic,Petrol,"5,1 l/100 km",116 g/km,50.0,1.0 T-GDI AT Klima Tempomat PDC USB BT
35962,bmw,BMW X5,blue,04/2017,2017,33900,190,258,Automatic,Diesel,"5,9 l/100 km",156 g/km,131000.0,xDrive 30d Aut. *HUD*NAVIPROF*HIFI*360°*DAP*
17136,audi,Audi A1,green,12/2019,2019,19990,70,95,Manual,Petrol,"4,7 l/100 km",106 g/km,18400.0,"25 TFSI S line Sportback, Winterräder, Garantie"
72063,ford,Ford Focus,silver,04/2020,2020,16950,74,101,Manual,Petrol,"5,3 l/100 km",119 g/km,27187.0,1.0 EcoBoost Cool&Connect **NAVIGATION**
39461,bmw,BMW M2,black,03/2019,2019,45990,302,411,Automatic,Petrol,"9,8 l/100 km",224 g/km,65000.0,Coupe Competition *DEUTSCH-CARBON-KAMERA-HK*
84993,jaguar,Jaguar XF,black,09/2019,2019,32899,184,250,Automatic,Petrol,"7,5 l/100 km",195 g/km,97768.0,Sportbrake R-Sport*NAV*SHZ*TPM*CARPLAY*SPORT*
97598,maserati,Maserati Ghibli,white,07/2020,2020,46950,316,430,Automatic,Petrol,,- (g/km),30569.0,3.0 V6 S Q4/PDC/KAMERA/TOTWINKEL/SHZ/R19
20268,audi,Audi A4,silver,03/2021,2021,31975,110,150,Automatic,Petrol,"6,3 l/100 km","145,1 g/km",21521.0,Avant Advanced 35 TFSI S-tronic Tour LED
18588,audi,Audi Q5,blue,06/2020,2020,50690,170,231,Automatic,Diesel,"6,2 l/100 km",163 g/km,23434.0,45 TDI quattro Tiptronic S-Line
97181,maserati,Maserati GranTurismo,red,05/2009,2009,48499,298,405,Automatic,Petrol,"14,3 l/100 km",330 g/km,62139.0,4.2 V8 Automatik*NAVI*KLIMA*BOSE
18189,audi,Audi A4,white,07/2019,2019,26750,140,190,Automatic,Diesel,"5,1 l/100 km",134 g/km,72476.0,Avant 40 TDi q. sport LED AHK Pano Alcantara
80999,hyundai,Hyundai i30,black,11/2019,2019,16900,85,116,Automatic,Diesel,"3,7 l/100 km",96 g/km,69335.0,1.6 CRDI cw YES Automatik
71660,ford,Ford Focus,red,10/2020,2020,21980,114,155,Manual,Hybrid,"4,1 l/100 km",94 g/km,37400.0,"Turnier ST-Line X 1.0 EcoBoost Hybrid, iACC, B&O"
5903,audi,Audi A6,black,12/2011,2011,12999,130,177,Automatic,Diesel,"5,1 l/100 km",- (g/km),191776.0,"Avant 2.0 TDI DPF multitronic AHK, Leder"
72562,ford,Ford Focus,blue,06/2021,2021,23990,92,125,Manual,Petrol,,109 g/km,27500.0,TITANIUM Turnier 1.0 EcoBoost
78698,hyundai,Hyundai i30,grey,10/2016,2016,13000,99,135,Manual,Petrol,"5,3 l/100 km",123 g/km,65390.0,Passion blue/TÜV+Insp. Neu/S-heft/8 Fachber.
27239,bmw,BMW 320,white,12/2008,2008,7950,130,177,Unknown,Diesel,"6,1 l/100 km",162 g/km,229600.0,d Touring (E91)
83644,hyundai,Hyundai TUCSON,red,06/2023,2023,39290,100,136,Automatic,Diesel,5 l/100 km,154 g/km,10.0,TUCSON 1.6 CRDi 48V DCT Prime 4WD Leder Navi
33676,bmw,BMW,black,07/2015,2015,14950,100,136,Manual,Petrol,"5,1 l/100 km",121 g/km,50520.0,BWM Active Tourer 218 i
92173,kia,Kia Niro,black,11/2022,2022,40910,135,184,Automatic,Hybrid,"1,6 l/100 km",36 g/km,0.0,1.6 PHEV DCT SPI TEC REX GD
40979,bmw,BMW 320,white,07/2020,2020,29975,140,190,Automatic,Diesel Hybrid,"4,5 l/100 km",117 g/km,89000.0,d xDrive Sport Line Touring Navi LED AHK SHZ
62400,ford,Ford Fiesta,white,06/2014,2014,7999,59,80,Manual,Petrol,"4,6 l/100 km",109 g/km,95000.0,SYNC Edition*KLIMA*PDC V-H*ZV-FUNK*1-HAND
27404,bmw,BMW 320,grey,07/2009,2009,7980,125,170,Manual,Petrol,"6,2 l/100 km",147 g/km,178407.0,i  Touring Navi+Xenon+Sportsitze+Teilleder
78615,hyundai,Hyundai i10,blue,09/2016,2016,15690,64,87,Manual,Petrol,"4,4 l/100 km",114 g/km,46100.0,"1.2,  4 Zylinder, Euro 6, wenig Km!"
1343,alfa-romeo,Alfa Romeo Tonale,grey,03/2023,2023,64990,118,160,Automatic,Petrol,6 l/100 km,139 g/km,6.0,Edizione Speziale 1.5VGT 118kW 48V-Hybrid
68182,ford,Ford Mondeo,silver,10/2018,2018,20950,110,150,Automatic,Diesel,"4,9 l/100 km",126 g/km,90875.0,Turnier 2.0 TDCi ST-Line*NAVI*SHZ*PDC
96642,land-rover,Land Rover Defender,white,05/2022,2022,119500,386,525,Automatic,Petrol,"12,8 l/100 km",290 g/km,14500.0,90 V8 -PANO-AHK-525PS-STOCK-
45716,citroen,Citroen C1,white,07/2019,2019,7990,53,72,Manual,Petrol,,0 g/km,40778.0,Live*Klima*LED*Tempo*Allwetter*USB*1-Hand*
7291,audi,Audi A6 allroad,blue,02/2013,2013,26990,180,245,Automatic,Diesel,"6,3 l/100 km",167 g/km,95992.0,Allroad 3.0 TDI Quattro|LED|HEAD-UP|AHK|VOLL
33131,bmw,BMW 530,blue,09/2015,2015,27500,190,258,Automatic,Diesel,"7,2 l/100 km",- (g/km),113000.0,"530d xDrive TouringAut.LuxuryLine, AHK,Std-Hzg."
90428,kia,Kia Sorento,black,04/2019,2019,35000,147,200,Automatic,Diesel,"6,1 l/100 km",- (g/km),91000.0,Sorento 2.2 CRDi AWD Aut. Platinum Edition
57375,fiat,Fiat 500,black,03/2023,2023,17750,52,71,Manual,Petrol,"4,6 l/100 km",105 g/km,20.0,Tech + Komfort Paket
43684,citroen,Citroen C3,grey,03/2008,2008,5999,54,73,Manual,Petrol,"6,3 l/100 km",150 g/km,30000.0,1.4 Exclusive
6241,audi,Audi S6,blue,08/2012,2012,18999,374,508,Automatic,Petrol,"9,7 l/100 km",230 g/km,289744.0,4.0 TFSI Quattro Avant (4G5) ABT UMBAU 504PS
4670,audi,Audi Q5,beige,07/2010,2010,9999,132,179,Manual,Petrol,"8,1 l/100 km",188 g/km,238200.0,"2.0 TFSI quattro,AHK, gepflegt,Händler/Export"
66545,ford,Ford Tourneo Courier,white,08/2017,2017,22248,70,95,Manual,Diesel,4 l/100 km,104 g/km,137600.0,Trend Navi Sitzhzg Tempo 8- fach
51485,dodge,Dodge Durango,grey,03/2019,2019,26775,227,309,Automatic,LPG,,- (g/km),103000.0,"3,6 7 Sitzer 8Gang Kamera GAS LPG"
80285,hyundai,Hyundai IONIQ,white,01/2018,2018,20490,88,120,Automatic,Electric,,280 km Reichweite,74890.0,Premium Elektro Navi/SHD/Autom./Klima/LED BC/eFH.
32490,bmw,BMW 520,black,12/2014,2014,18500,140,190,Automatic,Diesel,"4,8 l/100 km",- (g/km),89400.0,520d xDrive Touring Aut.
75252,ford,Ford Puma,red,05/2023,2023,31290,147,200,Manual,Petrol,"6,6 l/100 km",149 g/km,32.0,ST X 147kW Pano ParkAss WiPa B&O el.Heck
35758,bmw,BMW X5,white,01/2016,2016,33999,190,258,Automatic,Diesel,7 l/100 km,- (g/km),195000.0,X5 xDrive30d mit Vollausstattung
68224,ford,Ford Fiesta,white,02/2018,2018,13250,63,86,Manual,Petrol,"4,7 l/100 km",111 g/km,15.0,1.1 Trend Limousine
64445,ford,Ford Kuga,black,07/2016,2016,11950,110,150,Manual,Petrol,"6,2 l/100 km",147 g/km,116000.0,Sync 1.5 EcoBoost Edition-PDC-Klima-
84625,jaguar,Jaguar F-Pace,black,10/2017,2017,23900,132,179,Manual,Diesel,"5,2 l/100 km",134 g/km,142718.0,20d AWD R-Sport AHK Leder Nav Xen Kam Pan
66160,ford,Ford Focus,silver,03/2017,2017,11840,110,150,Manual,Petrol,"5,6 l/100 km",128 g/km,107893.0,1.5 EcoBoost Business*TEMPO*SHZ*LHZ*
17892,audi,Audi A5,silver,10/2019,2019,37370,210,286,Automatic,Diesel,6 l/100 km,158 g/km,104649.0,Sportback 3.0 TDI quattro S line - Matrix-LED
91422,kia,Kia Sportage,grey,09/2021,2021,40990,136,185,Automatic,Diesel,"5,4 l/100 km",143 g/km,2400.0,2.0 CRDi 4WD GT Line +Kamera+Leder+AHK
75957,ford,Ford EcoSport,silver,02/2023,2023,22990,92,125,Manual,Petrol,5 l/100 km,114 g/km,0.0,ST-Line 1.0 EB LED AAC SHZ PDC AHK
80091,hyundai,Hyundai H-1,black,08/2018,2018,17990,100,136,Manual,Diesel,"7,5 l/100 km",199 g/km,198400.0,Starex Travel Trend 2.5 CRDi Klima PDC AHK
88800,kia,Kia Soul,beige,01/2017,2017,13490,97,132,Manual,Petrol,"6,8 l/100 km",153 g/km,46537.0,Edition 7 Klima PDC MFLR
85943,jeep,Jeep Wrangler,black,03/2014,2014,35778,147,200,Automatic,Diesel,"8,3 l/100 km",230 g/km,99821.0,Unlimited Sahara / Umbau / Foliert
91913,kia,Kia XCeed,grey,03/2022,2022,26450,150,204,Automatic,Petrol,"7,1 l/100 km",161 g/km,16720.0,"1,6 T-GDi DCT ACC DAB LED NAVI RFK LHZ"
35478,bmw,BMW 318,white,01/2016,2016,15789,100,136,Manual,Petrol,,0 g/km,126999.0,i PDC Bluetooth SHZ Regen/Licht Sensor
68789,ford,Ford S-Max,blue,08/2019,2019,23890,140,190,Automatic,Diesel,"5,2 l/100 km",136 g/km,62859.0,2.0 EcoBlue Titanium AHK StHz Navi Key
31809,bmw,BMW 330,white,03/2013,2013,44900,190,258,Automatic,Diesel,"5,1 l/100 km",135 g/km,800.0,330d Aut. Touring Sport Line *Leder*Navi*Xenon*
27914,bmw,BMW 318,silver,08/2009,2009,5990,105,143,Manual,Diesel,"4,8 l/100 km",127 g/km,201200.0,d Touring Xenon SHZ Navi
93965,lancia,Lancia MUSA,brown,03/2006,2006,1050,70,95,Manual,Petrol,"6,6 l/100 km",156 g/km,139865.0,Musa  REIFEN NEU/LEDER
36314,bmw,BMW 118,grey,12/2017,2017,16000,100,136,Manual,Petrol,"5,3 l/100 km",- (g/km),86000.0,118i Advantage
96713,land-rover,Land Rover Defender,brown,06/2023,2023,132760,386,525,Automatic,Petrol,"12,8 l/100 km",290 g/km,800.0,110 5.0 P525 V8 Extended Black Pack
38295,bmw,BMW 120,white,06/2018,2018,21500,140,190,Automatic,Diesel,"3,9 l/100 km",103 g/km,81000.0,Baureihe 1 Lim. 5-trg. 120d Advantage LED
62298,ford,Ford Fiesta,silver,11/2014,2014,8950,74,101,Manual,Petrol,"4,5 l/100 km",107 g/km,71911.0,Trend I PDC vo.-hi. I ALU I KLIMA
99769,mazda,Mazda CX-5,grey,02/2019,2019,23890,110,150,Automatic,Diesel,"5,5 l/100 km",143 g/km,70000.0,"SKYACTIV-D 150 Exclusive-Line Navi,LED,HuD"
50201,dacia,Dacia Jogger,black,06/2022,2022,23820,81,110,Manual,Petrol,"5,6 l/100 km",138 g/km,50.0,"Extreme+ 7-Sitzer TCe 110  81 kW (110 PS), Scha..."
23062,bentley,Bentley Bentayga,black,04/2016,2016,104900,447,608,Automatic,Petrol,"13,1 l/100 km",296 g/km,124822.0,"W12 LaunchSpec/City+Touring/TopView/22"""
67348,ford,Ford Fiesta,red,03/2018,2018,15399,74,101,Manual,Petrol,"4,6 l/100 km",105 g/km,40000.0,St Line-mehrere Modelle vorrätig-Garantie
92897,kia,Kia Rio,red,02/2023,2023,16990,62,84,Manual,Petrol,"5,2 l/100 km",118 g/km,15.0,1.2 Edition 7 Emotion|PDC|SHZ
71029,ford,Ford Focus,blue,03/2020,2020,28950,206,280,Manual,Petrol,"7,9 l/100 km",179 g/km,56500.0,"ST 2,3 EcoBoost Navi LED B&O Performance"
5558,audi,Audi A3,grey,02/2011,2011,10800,77,105,Manual,Diesel,"4,3 l/100 km",114 g/km,159000.0,"Cabriolet Ambition 1,6TDI *Xenon*PDC*KLIMA*"
34745,bmw,BMW Z4,grey,02/2016,2016,22990,115,156,Manual,Petrol,"6,8 l/100 km",161 g/km,100000.0,Roadster sDrive  M Sportpaket - Xenon - Leder
29133,bmw,BMW 118,grey,06/2011,2011,4900,105,143,Manual,Petrol,"6,1 l/100 km",- (g/km),230000.0,318d DPF Optimiert
8805,audi,Audi A6,grey,06/2014,2014,19500,230,313,Automatic,Diesel,"6,4 l/100 km",170 g/km,208499.0,Avant 3.0 TDI quattro Leder Sitzbelüftung Memor
22621,audi,Audi Q3,silver,05/2023,2023,44488,110,150,Automatic,Diesel,"4,5 l/100 km",132 g/km,10.0,35 TDI 150 S tronic S line LED Nav
99727,mazda,Mazda CX-3,grey,02/2019,2019,19290,110,150,Manual,Petrol,7 l/100 km,160 g/km,46485.0,Sky-150 PS Sports-Line AWD
65384,ford,Ford Transit Custom,grey,09/2017,2017,28990,125,170,Automatic,Diesel,7 l/100 km,181 g/km,104700.0,310 L2 Trend/ Navi/ Kamera/2xTür
